time_s,pH_ground_truth,pH_prefix,pH_ml_forecast,pH_fit_forecast,is_prefix
0.000000,6.867446,6.860519,6.867446,6.867446,1
5.000000,8.180596,8.160765,8.101843,8.178884,1
10.000000,8.409301,8.388801,8.339408,8.407843,1
15.000000,8.528403,8.509561,8.464150,8.527123,1
20.000000,8.605927,8.609574,8.545767,8.604783,1
25.000000,8.661972,8.654517,8.605002,8.660941,1
30.000000,8.705084,8.684641,8.650713,8.704150,1
35.000000,8.739644,,8.687457,8.738794,0
40.000000,8.768178,,8.717866,8.767403,0
45.000000,8.792265,,8.743590,8.791558,0
50.000000,8.812954,,8.765729,8.812309,0
55.000000,8.830973,,8.785044,8.830385,0
60.000000,8.846846,,8.802089,8.846311,0
65.000000,8.860964,,8.817272,8.860478,0
70.000000,8.873622,,8.830906,8.873183,0
75.000000,8.885053,,8.843233,8.884657,0
80.000000,8.895436,,8.854447,8.895082,0
85.000000,8.904920,,8.864701,8.904605,0
90.000000,8.913623,,8.874122,8.913346,0
95.000000,8.921643,,8.882813,8.921401,0
100.000000,8.929062,,8.890861,8.928854,0
105.000000,8.935948,,8.898339,8.935773,0
110.000000,8.942360,,8.905308,8.942216,0
115.000000,8.948347,,8.911822,8.948233,0
120.000000,8.953952,,8.917925,8.953867,0
125.000000,8.959212,,8.923657,8.959155,0
130.000000,8.964159,,8.929053,8.964129,0
135.000000,8.968821,,8.934141,8.968817,0
140.000000,8.973223,,8.938949,8.973244,0
145.000000,8.977386,,8.943500,8.977432,0
150.000000,8.981331,,8.947815,8.981400,0
155.000000,8.985074,,8.951911,8.985167,0
160.000000,8.988632,,8.955807,8.988746,0
165.000000,8.992016,,8.959516,8.992153,0
170.000000,8.995241,,8.963051,8.995399,0
175.000000,8.998318,,8.966426,8.998496,0
180.000000,9.001256,,8.969650,9.001454,0
185.000000,9.004065,,8.972735,9.004283,0
190.000000,9.006753,,8.975688,9.006990,0
195.000000,9.009329,,8.978518,9.009584,0
200.000000,9.011798,,8.981233,9.012072,0
205.000000,9.014168,,8.983840,9.014460,0
210.000000,9.016444,,8.986345,9.016754,0
215.000000,9.018633,,8.988754,9.018959,0
220.000000,9.020738,,8.991072,9.021081,0
225.000000,9.022764,,8.993304,9.023124,0
230.000000,9.024717,,8.995455,9.025092,0
235.000000,9.026599,,8.997530,9.026990,0
240.000000,9.028415,,8.999532,9.028821,0
245.000000,9.030168,,9.001464,9.030589,0
250.000000,9.031860,,9.003332,9.032297,0
255.000000,9.033496,,9.005136,9.033947,0
260.000000,9.035078,,9.006882,9.035543,0
265.000000,9.036608,,9.008571,9.037088,0
270.000000,9.038089,,9.010206,9.038583,0
275.000000,9.039523,,9.011790,9.040030,0
280.000000,9.040913,,9.013324,9.041433,0
285.000000,9.042260,,9.014812,9.042793,0
290.000000,9.043566,,9.016255,9.044112,0
295.000000,9.044833,,9.017655,9.045392,0
300.000000,9.046062,,9.019014,9.046635,0
305.000000,9.047256,,9.020333,9.047841,0
310.000000,9.048416,,9.021615,9.049013,0
315.000000,9.049543,,9.022860,9.050151,0
320.000000,9.050638,,9.024071,9.051258,0
325.000000,9.051703,,9.025248,9.052335,0
330.000000,9.052738,,9.026393,9.053382,0
335.000000,9.053746,,9.027507,9.054401,0
340.000000,9.054727,,9.028592,9.055394,0
345.000000,9.055682,,9.029648,9.056360,0
350.000000,9.056612,,9.030676,9.057301,0
355.000000,9.057518,,9.031678,9.058217,0
360.000000,9.058401,,9.032654,9.059111,0
365.000000,9.059261,,9.033606,9.059982,0
370.000000,9.060100,,9.034533,9.060831,0
375.000000,9.060918,,9.035438,9.061660,0
380.000000,9.061716,,9.036321,9.062468,0
385.000000,9.062495,,9.037182,9.063257,0
390.000000,9.063255,,9.038022,9.064027,0
395.000000,9.063997,,9.038842,9.064778,0
400.000000,9.064721,,9.039643,9.065512,0
405.000000,9.065429,,9.040425,9.066230,0
410.000000,9.066120,,9.041189,9.066930,0
415.000000,9.066795,,9.041935,9.067615,0
420.000000,9.067455,,9.042665,9.068284,0
425.000000,9.068100,,9.043377,9.068938,0
430.000000,9.068730,,9.044074,9.069578,0
435.000000,9.069347,,9.044755,9.070203,0
440.000000,9.069950,,9.045421,9.070815,0
445.000000,9.070540,,9.046073,9.071414,0
450.000000,9.071117,,9.046710,9.072000,0
