time_s,pH_ground_truth,pH_prefix,pH_ml_forecast,pH_fit_forecast,is_prefix
0.000000,6.885591,6.868122,6.885591,6.885591,1
5.000000,8.609439,8.621153,8.620968,8.609004,1
10.000000,8.776066,8.777669,8.783589,8.775269,1
15.000000,8.857782,8.875846,8.862689,8.856709,1
20.000000,8.908788,8.913369,8.911723,8.907489,1
25.000000,8.944441,8.948987,8.945787,8.942948,1
30.000000,8.971090,8.962982,8.971103,8.969427,1
35.000000,8.991919,,8.990787,8.990106,0
40.000000,9.008730,,9.006596,9.006782,0
45.000000,9.022632,,9.019607,9.020562,0
50.000000,9.034349,,9.030523,9.032167,0
55.000000,9.044378,,9.039826,9.042093,0
60.000000,9.053071,,9.047856,9.050691,0
65.000000,9.060687,,9.054862,9.058218,0
70.000000,9.067422,,9.061032,9.064870,0
75.000000,9.073423,,9.066507,9.070793,0
80.000000,9.078807,,9.071401,9.076105,0
85.000000,9.083668,,9.075802,9.080897,0
90.000000,9.088080,,9.079780,9.085243,0
95.000000,9.092104,,9.083394,9.089205,0
100.000000,9.095789,,9.086691,9.092832,0
105.000000,9.099179,,9.089712,9.096165,0
110.000000,9.102306,,9.092488,9.099239,0
115.000000,9.105203,,9.095049,9.102083,0
120.000000,9.107892,,9.097417,9.104723,0
125.000000,9.110397,,9.099614,9.107181,0
130.000000,9.112736,,9.101657,9.109473,0
135.000000,9.114925,,9.103561,9.111618,0
140.000000,9.116978,,9.105340,9.113628,0
145.000000,9.118907,,9.107005,9.115516,0
150.000000,9.120725,,9.108566,9.117293,0
155.000000,9.122439,,9.110032,9.118968,0
160.000000,9.124059,,9.111412,9.120551,0
165.000000,9.125592,,9.112712,9.122047,0
170.000000,9.127046,,9.113939,9.123465,0
175.000000,9.128426,,9.115098,9.124810,0
180.000000,9.129738,,9.116196,9.126088,0
185.000000,9.130986,,9.117235,9.127303,0
190.000000,9.132176,,9.118221,9.128460,0
195.000000,9.133311,,9.119157,9.129563,0
200.000000,9.134395,,9.120047,9.130616,0
205.000000,9.135431,,9.120893,9.131622,0
