time_s,pH_ground_truth,pH_prefix,pH_ml_forecast,pH_fit_forecast,is_prefix
0.000000,6.991942,6.972515,6.991942,6.991942,1
5.000000,8.275911,8.276922,8.143240,8.274854,1
10.000000,8.488842,8.493282,8.370182,8.488487,1
15.000000,8.599787,8.590595,8.490496,8.599993,1
20.000000,8.671924,8.675957,8.569555,8.672609,1
25.000000,8.724004,8.751592,8.627082,8.725112,1
30.000000,8.764009,8.798518,8.671553,8.765498,1
35.000000,8.796032,,8.707347,8.797870,0
40.000000,8.822435,,8.737001,8.824595,0
45.000000,8.844693,,8.762108,8.847153,0
50.000000,8.863786,,8.783729,8.866527,0
55.000000,8.880394,,8.802605,8.883399,0
60.000000,8.895006,,8.819270,8.898261,0
65.000000,8.907988,,8.834121,8.911480,0
70.000000,8.919615,,8.847463,8.923333,0
75.000000,8.930103,,8.859531,8.934037,0
80.000000,8.939621,,8.870512,8.943761,0
85.000000,8.948306,,8.880557,8.952644,0
90.000000,8.956269,,8.889789,8.960796,0
95.000000,8.963601,,8.898308,8.968310,0
100.000000,8.970378,,8.906198,8.975263,0
105.000000,8.976663,,8.913532,8.981718,0
110.000000,8.982511,,8.920369,8.987729,0
115.000000,8.987969,,8.926760,8.993345,0
120.000000,8.993074,,8.932751,8.998604,0
125.000000,8.997863,,8.938378,9.003541,0
130.000000,9.002364,,8.943676,9.008186,0
135.000000,9.006603,,8.948674,9.012565,0
140.000000,9.010604,,8.953398,9.016702,0
145.000000,9.014387,,8.957871,9.020617,0
150.000000,9.017969,,8.962112,9.024328,0
155.000000,9.021367,,8.966140,9.027852,0
160.000000,9.024595,,8.969972,9.031202,0
165.000000,9.027665,,8.973621,9.034392,0
170.000000,9.030590,,8.977100,9.037433,0
175.000000,9.033379,,8.980422,9.040337,0
180.000000,9.036042,,8.983597,9.043111,0
185.000000,9.038587,,8.986635,9.045765,0
190.000000,9.041023,,8.989544,9.048308,0
195.000000,9.043356,,8.992334,9.050745,0
200.000000,9.045593,,8.995010,9.053084,0
205.000000,9.047739,,8.997581,9.055331,0
210.000000,9.049800,,9.000052,9.057490,0
215.000000,9.051781,,9.002428,9.059568,0
220.000000,9.053687,,9.004716,9.061569,0
225.000000,9.055522,,9.006921,9.063496,0
230.000000,9.057290,,9.009045,9.065355,0
235.000000,9.058994,,9.011095,9.067149,0
