time_s,pH_ground_truth,pH_prefix,pH_ml_forecast,pH_fit_forecast,is_prefix
0.000000,6.547488,6.551288,6.547488,6.547488,1
5.000000,8.280901,8.279136,8.289930,8.282926,1
10.000000,8.506769,8.508277,8.515751,8.508083,1
15.000000,8.619453,8.619999,8.628776,8.620304,1
20.000000,8.691106,8.692853,8.700860,8.691593,1
25.000000,8.742047,8.739293,8.752258,8.742230,1
30.000000,8.780709,8.779827,8.791377,8.780626,1
35.000000,8.811347,,8.822463,8.811027,0
40.000000,8.836384,,8.847938,8.835850,0
45.000000,8.857324,,8.869301,8.856592,0
50.000000,8.875155,,8.887542,8.874241,0
55.000000,8.890559,,8.903343,8.889475,0
60.000000,8.904026,,8.917193,8.902782,0
65.000000,8.915917,,8.929456,8.914523,0
70.000000,8.926505,,8.940404,8.924968,0
75.000000,8.936003,,8.950249,8.934330,0
80.000000,8.944575,,8.959160,8.942773,0
85.000000,8.952355,,8.967269,8.950430,0
90.000000,8.959452,,8.974685,8.957408,0
95.000000,8.965953,,8.981497,8.963796,0
100.000000,8.971933,,8.987780,8.969666,0
105.000000,8.977452,,8.993594,8.975079,0
110.000000,8.982562,,8.998993,8.980088,0
115.000000,8.987308,,9.004020,8.984735,0
120.000000,8.991728,,9.008715,8.989059,0
125.000000,8.995853,,9.013109,8.993092,0
130.000000,8.999713,,9.017233,8.996862,0
135.000000,9.003333,,9.021110,9.000394,0
140.000000,9.006733,,9.024763,9.003709,0
145.000000,9.009933,,9.028211,9.006826,0
150.000000,9.012950,,9.031471,9.009762,0
155.000000,9.015798,,9.034558,9.012532,0
160.000000,9.018492,,9.037486,9.015149,0
165.000000,9.021043,,9.040267,9.017625,0
170.000000,9.023462,,9.042913,9.019970,0
175.000000,9.025758,,9.045432,9.022194,0
180.000000,9.027941,,9.047834,9.024307,0
185.000000,9.030017,,9.050126,9.026314,0
190.000000,9.031996,,9.052317,9.028225,0
195.000000,9.033882,,9.054413,9.030045,0
200.000000,9.035682,,9.056419,9.031780,0
205.000000,9.037401,,9.058342,9.033435,0
210.000000,9.039045,,9.060186,9.035016,0
215.000000,9.040617,,9.061957,9.036528,0
220.000000,9.042123,,9.063658,9.037973,0
225.000000,9.043566,,9.065294,9.039356,0
230.000000,9.044950,,9.066867,9.040682,0
235.000000,9.046277,,9.068383,9.041952,0
240.000000,9.047552,,9.069843,9.043170,0
245.000000,9.048776,,9.071251,9.044339,0
250.000000,9.049953,,9.072609,9.045461,0
255.000000,9.051086,,9.073920,9.046539,0
260.000000,9.052175,,9.075186,9.047575,0
265.000000,9.053224,,9.076410,9.048572,0
270.000000,9.054234,,9.077594,9.049531,0
275.000000,9.055208,,9.078738,9.050454,0
280.000000,9.056147,,9.079847,9.051343,0
285.000000,9.057053,,9.080920,9.052199,0
290.000000,9.057927,,9.081959,9.053025,0
295.000000,9.058770,,9.082967,9.053821,0
300.000000,9.059585,,9.083944,9.054588,0
305.000000,9.060373,,9.084892,9.055329,0
310.000000,9.061134,,9.085812,9.056044,0
315.000000,9.061869,,9.086705,9.056735,0
320.000000,9.062581,,9.087572,9.057402,0
325.000000,9.063269,,9.088415,9.058046,0
330.000000,9.063936,,9.089234,9.058669,0
335.000000,9.064581,,9.090031,9.059271,0
340.000000,9.065205,,9.090805,9.059853,0
345.000000,9.065810,,9.091559,9.060416,0
350.000000,9.066396,,9.092292,9.060961,0
355.000000,9.066965,,9.093006,9.061489,0
360.000000,9.067515,,9.093701,9.061999,0
365.000000,9.068050,,9.094379,9.062494,0
370.000000,9.068568,,9.095039,9.062973,0
