sample_id,ml_E0_g_per_L,ml_k_d,fit_E0_g_per_L,fit_k_d,true_E0_g_per_L,true_k_d,ml_E0_g_per_L_mae,ml_k_d_mae,fit_E0_g_per_L_mae,fit_k_d_mae,ml_powder_activity_frac_derived,fit_powder_activity_frac_derived,true_powder_activity_frac_derived,ml_rmse,ml_mae,ml_r2,fit_rmse,fit_mae,fit_r2,true_time_to_thresh,ml_time_to_thresh,fit_time_to_thresh
64,1.25,0.005,1.1595602771394555,0.004998684823712465,1.1510921385378412,0.0037635582761858387,0.0989078614621588,0.0012364417238141614,0.008468138601614328,0.0012351265475266265,0.9486809014474066,0.8800421511994108,0.8736153021096819,0.006930469046340643,0.0065359295552061,0.9964898818974703,0.009884918053237782,0.009590220699495517,0.992859269880349,3.14865350216089,3.1086377254563518,3.1464265440541204
65,0.0005,0.0026365070531312643,0.011780375573152006,0.004548860616079309,0.011578582677478976,0.0027257545844755833,0.011078582677478976,8.9247531344319e-05,0.00020179289567302978,0.0018231060316037258,0.0010315777178990504,0.024304745899491734,0.02388841578987848,1.4159863885484538,1.4035451664142315,-29.926705921400718,0.14583217630843515,0.1382381719521192,0.6719634608108884,187.43710987301964,,234.66973510075198
66,0.4399573752811986,0.0023611756938421214,0.37754228599951095,0.004121146577657321,0.37530201476026176,0.0013872595512317875,0.06465536052093684,0.0009739161426103339,0.002240271239249192,0.0027338870264255336,0.1999594287946262,0.17159194071022948,0.17057374353360757,0.011030518317961311,0.00947526019821476,0.9919921924913847,0.0465128600762889,0.0446610353087996,0.8576138081429712,3.5262641159697616,3.378496585601758,3.527061178350034
67,0.47805468869557943,0.0022642318447582735,0.5754904567917196,0.002377700315364261,0.5746525588272915,0.0037070906760057784,0.09659787013171206,0.0014428588312475048,0.0008378979644281248,0.0013293903606415173,0.21661265933948884,0.2607620450503162,0.2603823828262616,0.017362110997015255,0.015682475345342034,0.9828836397160192,0.02457566651089382,0.02365682550242715,0.9657060924443897,4.014906410190541,4.196996910667448,4.010313092844328
68,0.1480228914644116,0.0025094667535196943,0.3491329385383683,0.0046479914161114445,0.34791685581688103,0.002796263373240525,0.19989396435246942,0.00028679661972083083,0.001216082721487266,0.0018517280428709195,0.08277020290949091,0.1952252376596448,0.19454523869045545,0.12047079085429445,0.11624196327946563,0.19116196014744724,0.05158023898245264,0.049470326007551434,0.8517260882305744,4.708894419189778,10.319993997609227,4.710979606147767
69,1.25,0.005,0.7129765057545132,0.0008463938853076835,0.7146112898974565,0.001539636227317351,0.5353887101025435,0.003460363772682649,0.0016347841429432686,0.0006932423420096675,0.5348965257728653,0.30509492470861316,0.30579447699537227,0.02021762125302546,0.01461663104698962,0.9626078722549817,0.0064795015550686945,0.006253571776182842,0.9961593629889015,2.688360835758797,2.392099342164914,2.6886745118243023
70,0.5772678554882169,0.00251290931692908,0.68269441241601,0.004903128359340805,0.670492777755917,0.0029853353776835368,0.09322492226770007,0.00047242606075445677,0.012201634660093053,0.0019177929816572683,0.2355238339449937,0.2785376041578768,0.2735593678881459,0.007590481660385001,0.0038333896832155956,0.9970660143298117,0.028353101926239452,0.027271980339981836,0.9590625793002969,3.9895045779087366,4.114981741397503,3.9788117989841685
71,1.25,0.005,1.0611157665935103,0.004587826664634554,1.0552106446497482,0.0037111825435266373,0.19478935535025177,0.0012888174564733628,0.005905121943762026,0.0008766441211079164,0.9738876064346863,0.8267259952622888,0.8221252552018766,0.006513460941851882,0.00504046211868996,0.9960112343058862,0.007858746071938046,0.007609512436710583,0.9941934066541543,2.7383475813877234,2.6471665616309017,2.7363476701354856
72,0.10564867706003633,0.002517758022251556,0.30627340120981117,0.002031425843783049,0.2997892223555862,0.00032006490145548405,0.19414054529554986,0.002197693120796072,0.006484178854224976,0.0017113609423275648,0.05542820913059318,0.16068526938343514,0.1572833676126452,0.2498118322557677,0.24858787766374993,-1.0823500324300745,0.058504600464181905,0.05482744654701863,0.88578904573808,6.802501081992735,18.66162326186541,6.687066719474077
73,1.25,0.005,0.9863759238276182,0.0049999806805581,0.9452202863015414,0.0008271909971815505,0.3047797136984586,0.00417280900281845,0.04115563752607676,0.0041727896833765495,0.8009147690062752,0.6320024361485985,0.6056327098105955,0.02593522877791371,0.024335301000605918,0.9572591697051863,0.03529287240306199,0.03400386781364766,0.9208525731774666,3.3210704017038997,3.184922283252646,3.3036119508878445
74,0.415630884253292,0.0023289710168649057,0.6086929658679954,8.608360367383841e-11,0.6171406733882977,0.0017632345316049363,0.20150978913500572,0.0005657364852599694,0.008447707520302328,0.0017632344455213327,1.0,1.0,1.0,0.05227754816895823,0.051062830264572284,0.8441566611688637,0.03611003440837153,0.03438843470288071,0.925644409513521,4.018170727395199,4.590137071945023,4.0297918209471755
75,1.25,0.005,1.2295691964746696,0.0034929282088852647,1.2066065349437838,0.00124624085899553,0.04339346505621622,0.00375375914100447,0.022962661530885775,0.002246687349889735,1.0,1.0,1.0,0.047088714782205866,0.04521680862533029,0.8046755498505629,0.02889319711415868,0.027667457329483905,0.9264616067102145,2.7008081736903553,2.6808595704258065,2.690564249396752
76,1.2174956124285834,0.0048685091697203715,1.0822073269593067,0.004999999636702852,1.0729322897164653,0.0028318934573188636,0.14456332271211814,0.002036615712401508,0.0092750372428414,0.002168106179383988,1.0,1.0,1.0,0.019151191949721497,0.01811291823906623,0.9725089578671434,0.028225003234252206,0.027270298547251486,0.9402871794310307,3.2753495193424818,3.1852282869064634,3.2728299580135785
77,0.0023543285095096733,0.002629146085813332,0.026622206136251145,0.00158872719284746,0.02619214626692966,0.00024536310456331755,0.023837817757419985,0.0023837829812500145,0.0004300598693214863,0.0013433640882841425,0.0010591560594632315,0.011976693495234494,0.011783219850972894,1.0968488668113914,1.092559390099172,-13.818252814408664,0.12868811314397857,0.1172438114211283,0.7960234299812468,64.0056866692868,,65.79100143299428
78,0.41967731212884474,0.0023655908675119823,0.5006466273814971,0.004999998020435029,0.49975155747714395,0.004588080577823727,0.08007424534829921,0.0022224897103117446,0.000895069904353174,0.00041191744261130214,1.0,1.0,1.0,0.031187218525313618,0.02918625492463577,0.9552882965632559,0.007110406073406023,0.006878730089041086,0.9976758896907852,4.364350736711842,4.538171455115545,4.363541992622899
79,0.16613252624613234,0.002528978765811307,0.31249708587820973,0.0006118783407706534,0.31918461066400605,0.0036771167976437373,0.1530520844178737,0.0011481380318324303,0.006687524785796317,0.003065238456873084,0.12158834236918968,0.22870899230678737,0.2336034285236494,0.0641814609679591,0.05456478710971003,0.8218139332922942,0.08117033299467202,0.07702804505589794,0.7149971525529937,4.8785134553828655,9.187375974468047,4.897608712855571
80,0.3925653458503928,0.002334945420565185,0.6050621145855511,7.644231104338927e-05,0.6103131644981666,0.002097893660174519,0.21774781864777382,0.00023705176039066564,0.005251049912615491,0.00202145134913113,0.809163393251256,1.0,1.0,0.054328015909682656,0.05203604371157503,0.8646065841918764,0.04543524700828777,0.04329307332197875,0.9053031260535055,4.48777998614961,5.600668818318098,4.492110357553412
81,1.25,0.005,1.2477858961763573,1.0688076197767955e-16,1.2452655012938532,0.0007595443025760879,0.004734498706146839,0.004240455697423913,0.0025203948825041067,0.000759544302575981,1.0,1.0,1.0,0.03957023692275373,0.03836551221955301,0.9206527765617704,0.005583725654581091,0.005485124913640265,0.9984200527875163,3.6239487981630183,3.62750624983823,3.62183590200189
82,0.9466782115829484,0.004768564223128725,0.7358445776074005,0.004439120643876995,0.7242584500399648,0.000313691140739783,0.2224197615429836,0.004454873082388942,0.011586127567435711,0.0041254295031372115,1.0,1.0,1.0,0.03899596967214848,0.036736215379992124,0.9281641918155802,0.048827796863236815,0.04708125816297432,0.887374743661576,3.833264897829786,3.6777209882309303,3.8295788733940865
83,0.0005,0.0026772750792483347,0.08748889691342378,0.004742562222799368,0.08674210103238318,0.0036960061862957726,0.08624210103238318,0.001018731107047438,0.0007467958810405961,0.0010465560365035954,0.00022742393852118,0.03979413902584869,0.03945446050477339,1.2158486890672346,1.2128054199454033,-87.01966181423272,0.03239979333256234,0.031008672325063356,0.9374963882160462,6.391512298197917,,6.354150817795606
84,1.0185930968567196,0.004244792797264369,0.9289919481880314,0.00038269197509419663,0.9343443646317204,0.002832524437141174,0.08424873222499918,0.001412268360123195,0.005352416443689001,0.0024498324620469774,0.8074768220747144,0.736446642305674,0.7406897028896379,0.013953390216704414,0.013172662710611696,0.9898909940184322,0.03145453530517852,0.0302682044404187,0.9486292955826982,3.8354857122777837,3.779134214534386,3.8351764407365634
85,0.2222520194714504,0.002521726733587369,0.2467142736241272,3.092741287312688e-05,0.2514522913241373,0.002075284812080027,0.02920027185268692,0.0004464419215073419,0.0047380177000101165,0.0020443573992069003,0.2510737227831448,0.27870824881528716,0.2840606939601412,0.021028541576943637,0.020849541965179505,0.9785883484462065,0.04140274604068901,0.0393845629143479,0.9169976948836518,4.329442424570461,4.479740834175077,4.345513399463929
86,0.9724203584309812,0.005,0.5950289988476978,0.004999999999999907,0.5787113971212358,0.0015695964198561801,0.3937089613097454,0.00343040358014382,0.016317601726462017,0.003430403580143727,0.38926958230637787,0.23819605156699886,0.2316639526107916,0.02175076432013089,0.01700881073875314,0.9558131122219095,0.03835519551892141,0.036918812683452686,0.8625980897755738,2.609367788066405,2.305158337719788,2.595839882767944
87,0.5502071592559982,0.002198922918521743,0.7918285198532942,1.2725955990886429e-11,0.7951088465340037,0.0002708505203408179,0.24490168727800554,0.001928072398180925,0.0032803266807095444,0.0002708505076148619,0.3965061227405657,0.5706302635301597,0.5729942269784895,0.05879187776666968,0.058306276791707065,0.8059813342467023,0.003478937138637842,0.003354736867330532,0.9993206368068323,3.7442837431122333,4.1350030507933635,3.747414968110987
88,0.9381003939170849,0.003330636250470306,1.147059954971375,0.00499963734211386,1.1410378982737421,0.0037920780033166876,0.20293750435665725,0.0004614417528463815,0.006022056697632783,0.0012075593387971726,1.0,1.0,1.0,0.011220804351105337,0.008454957519886818,0.990524978589001,0.017134611480964686,0.016572806651815503,0.977905674746486,3.401962114766335,3.5823707993812306,3.399946608857449
89,0.2333463625293819,0.0024667141358516403,0.4279857889930281,0.0009208852679321161,0.4269312997334003,0.0010540713940717645,0.19358493720401843,0.0014126427417798758,0.0010544892596277555,0.0001331861261396484,0.2435520032087357,0.44670418310462523,0.4456035746839043,0.11773546856603916,0.11674187888943452,0.4574889334883465,0.003919761167379764,0.0037680867814117625,0.9993986695712812,4.859463193711444,8.810619767059375,4.855176157422626
90,0.5715565660127255,0.0020790391399316205,0.8427862896190796,0.002189064865326773,0.8314714849655599,0.001338540024176098,0.25991491895283436,0.0007404991157555225,0.01131480465351975,0.000850524841150675,0.32569666794678276,0.4802546285752143,0.4738069829820079,0.04498824821797202,0.04378298868285575,0.8765088653875047,0.015240999578073105,0.014420035194622368,0.9858269108894357,3.7278100814606816,4.184902715787146,3.715714128047327
91,0.010586716256323792,0.0026088960168159903,0.04475687942450024,0.0009133789310725552,0.044635048248439654,0.0011643975543409097,0.03404833199211586,0.0014444984624750806,0.00012183117606058558,0.00025101862326835456,0.03072138859145123,0.12987912886769507,0.12952558931759378,0.5505418742429952,0.5489616939027142,-4.15861300316151,0.02162029454544987,0.020070008162181994,0.9920443540577049,41.914157682565786,228.51950376954156,41.568684377924555
92,0.013080129778652139,0.002593584653257167,0.07794190993261964,0.001983911199358072,0.07850087274707018,0.002831870304602377,0.06542074296841804,0.00023828565134520995,0.0005589628144505449,0.0008479591052443052,0.006856700779709253,0.04085772569926993,0.041150738141082756,0.4929425764170726,0.48919643645460725,-6.151871361386688,0.050033753072723515,0.04684309136848926,0.9263193930350745,24.56703541190529,177.3253063860065,24.495167485924746
93,0.7556088229802334,0.004856126080130134,0.5348052033737338,1.0674498875654477e-05,0.5320560246076069,0.001451846836046004,0.22355279837262643,0.00340427924408413,0.002749178766126903,0.0014411723371703495,0.3410971347338434,0.24142190636689154,0.2401808713611085,0.025047342778376117,0.022800224855965813,0.9455641143320354,0.015382333416954469,0.014979979552691425,0.9794691743006454,2.800719911447682,2.572159192049335,2.794143938684126
94,1.089672382594191,0.005,0.7430518365696145,0.0016291622902447759,0.7374763721764894,0.0005436918952800901,0.35219601041770154,0.00445630810471991,0.0055754643931250625,0.0010854703949646858,0.897535736469855,0.6120331101565193,0.6074407403578725,0.03375739637150993,0.03126060785269148,0.9151567218448456,0.011953096968689746,0.011484683138965725,0.9893624787789849,3.1105682911398724,2.867373122029956,3.107048449903727
95,0.4287356156676546,0.002377965047155064,0.35471109178101734,0.004773304705066085,0.35457637236913536,0.004363722939508048,0.07415924329851925,0.0019857578923529844,0.00013471941188197833,0.0004095817655580371,0.38232293865816824,0.3163119228459214,0.3161917874534726,0.045290330333244026,0.04501858118478075,0.8708096196006777,0.006545013388888832,0.00634510563304388,0.9973020103517258,3.858495960889399,3.6854398793508927,3.85903727034573
96,0.9152481346026293,0.0036028408616250243,0.9217426789890191,8.125979073124281e-09,0.9284549412590072,0.0008665377612517278,0.013206806656377856,0.0027363031003732963,0.006712262269988112,0.0008665296352726547,1.0,1.0,1.0,0.039944382216685816,0.03861721187919684,0.9061935935272327,0.010000111760965281,0.009660179260918512,0.994120630036604,3.6184857937941874,3.6349234907970693,3.6223804926299294
97,0.23069792302045794,0.0024821827262036067,0.39735379481249006,1.553110952187286e-19,0.4014445477354989,0.0010799514416360329,0.17074662471504098,0.0014022312845675738,0.004090752923008867,0.0010799514416360326,0.21248409784524194,0.3659823266316449,0.36975011063668883,0.10498016543572533,0.10432023379953988,0.4392555235342992,0.026484780341321682,0.02513443693008079,0.9643102710749866,4.329219831051013,6.403008588310202,4.341187925945102
98,0.12323788590341345,0.0025076152000244466,0.3375412209064975,0.003423843763273664,0.33812718749513493,0.003702185717209991,0.21488930159172148,0.0011945705171855442,0.0005859665886374099,0.0002783419539363267,0.06409264168051597,0.17554592376665246,0.17585066890510542,0.14287732762219416,0.13421241299192074,0.0772019882164453,0.008934018299349413,0.008526804875532647,0.9963919405203085,7.461105058495672,19.453138360172098,7.465966908832415
99,1.25,0.005,0.8790354553020882,0.003455597057192833,0.8700484873326407,0.002295887709870772,0.37995151266735927,0.002704112290129228,0.008986967969447424,0.001159709347322061,1.0,0.8259600364439567,0.8175156940152267,0.013740435563612064,0.010779377889092877,0.9871606653304906,0.009877305142563006,0.009508386809717035,0.9933653432188292,3.247734428013282,3.0733727203766366,3.2436998718093717
