time_s,pH_ground_truth,pH_prefix,pH_ml_forecast,pH_fit_forecast,is_prefix
0.000000,6.669185,6.664120,6.669185,6.669185,1
5.000000,8.509232,8.513523,8.596497,8.428820,1
10.000000,8.693777,8.699853,8.764434,8.628470,1
15.000000,8.785010,8.792637,8.846122,8.728578,1
20.000000,8.842409,8.835294,8.896854,8.792294,1
25.000000,8.882813,8.870473,8.932169,8.837603,1
30.000000,8.913200,8.900803,8.958467,8.871993,1
35.000000,8.937081,,8.978950,8.899248,0
40.000000,8.956449,,8.995427,8.921527,0
45.000000,8.972535,,9.009009,8.940166,0
50.000000,8.986145,,9.020421,8.956045,0
55.000000,8.997834,,9.030157,8.969772,0
60.000000,9.007998,,9.038571,8.981781,0
65.000000,9.016928,,9.045920,8.992395,0
70.000000,9.024843,,9.052397,9.001856,0
75.000000,9.031913,,9.058152,9.010351,0
80.000000,9.038269,,9.063299,9.018029,0
85.000000,9.044017,,9.067931,9.025008,0
90.000000,9.049242,,9.072121,9.031383,0
95.000000,9.054014,,9.075930,9.037232,0
100.000000,9.058391,,9.079408,9.042621,0
105.000000,9.062420,,9.082596,9.047605,0
110.000000,9.066142,,9.085528,9.052229,0
115.000000,9.069591,,9.088233,9.056531,0
120.000000,9.072797,,9.090737,9.060547,0
125.000000,9.075784,,9.093060,9.064304,0
130.000000,9.078573,,9.095221,9.067827,0
135.000000,9.081185,,9.097236,9.071138,0
140.000000,9.083636,,9.099120,9.074257,0
145.000000,9.085939,,9.100883,9.077200,0
150.000000,9.088109,,9.102537,9.079982,0
155.000000,9.090155,,9.104091,9.082617,0
160.000000,9.092089,,9.105554,9.085115,0
165.000000,9.093919,,9.106933,9.087488,0
170.000000,9.095653,,9.108235,9.089745,0
175.000000,9.097299,,9.109466,9.091894,0
180.000000,9.098863,,9.110630,9.093944,0
185.000000,9.100350,,9.111734,9.095901,0
190.000000,9.101767,,9.112781,9.097771,0
195.000000,9.103117,,9.113776,9.099560,0
200.000000,9.104407,,9.114721,9.101274,0
205.000000,9.105638,,9.115620,9.102917,0
210.000000,9.106816,,9.116477,9.104494,0
215.000000,9.107943,,9.117294,9.106008,0
220.000000,9.109022,,9.118073,9.107463,0
225.000000,9.110057,,9.118817,9.108863,0
230.000000,9.111050,,9.119528,9.110211,0
235.000000,9.112003,,9.120208,9.111510,0
240.000000,9.112919,,9.120859,9.112762,0
245.000000,9.113800,,9.121482,9.113970,0
250.000000,9.114647,,9.122079,9.115136,0
255.000000,9.115463,,9.122651,9.116263,0
260.000000,9.116248,,9.123200,9.117352,0
265.000000,9.117006,,9.123727,9.118406,0
270.000000,9.117736,,9.124232,9.119425,0
275.000000,9.118440,,9.124718,9.120412,0
280.000000,9.119121,,9.125186,9.121368,0
285.000000,9.119778,,9.125635,9.122295,0
290.000000,9.120412,,9.126067,9.123194,0
295.000000,9.121026,,9.126483,9.124066,0
300.000000,9.121620,,9.126884,9.124913,0
305.000000,9.122194,,9.127270,9.125735,0
310.000000,9.122750,,9.127642,9.126533,0
315.000000,9.123288,,9.128000,9.127310,0
320.000000,9.123810,,9.128346,9.128065,0
325.000000,9.124315,,9.128679,9.128799,0
330.000000,9.124805,,9.129001,9.129513,0
335.000000,9.125281,,9.129312,9.130209,0
340.000000,9.125742,,9.129612,9.130886,0
345.000000,9.126190,,9.129902,9.131546,0
350.000000,9.126624,,9.130182,9.132189,0
355.000000,9.127046,,9.130453,9.132816,0
360.000000,9.127456,,9.130714,9.133427,0
365.000000,9.127854,,9.130967,9.134023,0
370.000000,9.128241,,9.131212,9.134605,0
375.000000,9.128618,,9.131448,9.135173,0
380.000000,9.128984,,9.131677,9.135727,0
385.000000,9.129340,,9.131899,9.136268,0
390.000000,9.129686,,9.132114,9.136797,0
395.000000,9.130023,,9.132322,9.137314,0
400.000000,9.130352,,9.132523,9.137819,0
405.000000,9.130671,,9.132718,9.138313,0
410.000000,9.130983,,9.132907,9.138796,0
415.000000,9.131286,,9.133090,9.139268,0
420.000000,9.131581,,9.133267,9.139731,0
425.000000,9.131869,,9.133439,9.140183,0
430.000000,9.132150,,9.133606,9.140625,0
435.000000,9.132424,,9.133768,9.141059,0
440.000000,9.132691,,9.133924,9.141483,0
445.000000,9.132951,,9.134077,9.141899,0
450.000000,9.133205,,9.134224,9.142306,0
455.000000,9.133453,,9.134367,9.142705,0
460.000000,9.133695,,9.134506,9.143097,0
465.000000,9.133931,,9.134641,9.143480,0
470.000000,9.134161,,9.134772,9.143856,0
475.000000,9.134386,,9.134899,9.144225,0
480.000000,9.134606,,9.135023,9.144586,0
