time_s,pH_ground_truth,pH_prefix,pH_ml_forecast,pH_fit_forecast,is_prefix
0.000000,7.036214,7.040036,7.036214,7.036214,1
5.000000,8.558214,8.571197,8.678211,8.510755,1
10.000000,8.731488,8.721893,8.829851,8.693885,1
15.000000,8.817160,8.807941,8.902852,8.785834,1
20.000000,8.870836,8.886771,8.947724,8.844134,1
25.000000,8.908436,8.913802,8.978676,8.885398,1
30.000000,8.936578,8.929972,9.001539,8.916568,1
35.000000,8.958592,,9.019221,8.941158,0
40.000000,8.976367,,9.033356,8.961171,0
45.000000,8.991068,,9.044941,8.977844,0
50.000000,9.003456,,9.054625,8.991994,0
55.000000,9.014056,,9.062849,9.004181,0
60.000000,9.023239,,9.069927,9.014807,0
65.000000,9.031279,,9.076085,9.024167,0
70.000000,9.038381,,9.081493,9.032484,0
75.000000,9.044704,,9.086283,9.039931,0
80.000000,9.050371,,9.090554,9.046643,0
85.000000,9.055480,,9.094387,9.052727,0
90.000000,9.060111,,9.097845,9.058271,0
95.000000,9.064329,,9.100982,9.063346,0
100.000000,9.068186,,9.103839,9.068011,0
105.000000,9.071726,,9.106452,9.072315,0
110.000000,9.074988,,9.108851,9.076301,0
115.000000,9.078002,,9.111061,9.080002,0
120.000000,9.080796,,9.113102,9.083450,0
125.000000,9.083393,,9.114993,9.086669,0
130.000000,9.085812,,9.116749,9.089683,0
135.000000,9.088071,,9.118385,9.092512,0
140.000000,9.090185,,9.119911,9.095171,0
145.000000,9.092167,,9.121338,9.097677,0
150.000000,9.094028,,9.122675,9.100042,0
155.000000,9.095780,,9.123930,9.102278,0
160.000000,9.097431,,9.125110,9.104396,0
165.000000,9.098990,,9.126221,9.106404,0
170.000000,9.100463,,9.127269,9.108312,0
175.000000,9.101857,,9.128258,9.110127,0
180.000000,9.103179,,9.129194,9.111856,0
185.000000,9.104433,,9.130079,9.113504,0
190.000000,9.105624,,9.130919,9.115077,0
195.000000,9.106756,,9.131716,9.116581,0
200.000000,9.107835,,9.132473,9.118020,0
205.000000,9.108862,,9.133192,9.119398,0
210.000000,9.109842,,9.133877,9.120718,0
215.000000,9.110777,,9.134530,9.121985,0
220.000000,9.111671,,9.135152,9.123202,0
225.000000,9.112525,,9.135746,9.124372,0
230.000000,9.113342,,9.136313,9.125497,0
235.000000,9.114125,,9.136855,9.126579,0
240.000000,9.114875,,9.137373,9.127623,0
245.000000,9.115594,,9.137869,9.128628,0
250.000000,9.116284,,9.138344,9.129598,0
255.000000,9.116946,,9.138799,9.130534,0
260.000000,9.117582,,9.139235,9.131439,0
265.000000,9.118193,,9.139654,9.132313,0
270.000000,9.118781,,9.140055,9.133158,0
275.000000,9.119347,,9.140441,9.133976,0
280.000000,9.119891,,9.140812,9.134767,0
285.000000,9.120416,,9.141168,9.135534,0
290.000000,9.120921,,9.141511,9.136277,0
295.000000,9.121408,,9.141841,9.136998,0
300.000000,9.121877,,9.142158,9.137697,0
305.000000,9.122330,,9.142464,9.138375,0
310.000000,9.122767,,9.142758,9.139034,0
315.000000,9.123189,,9.143042,9.139674,0
320.000000,9.123597,,9.143316,9.140295,0
325.000000,9.123990,,9.143580,9.140900,0
330.000000,9.124371,,9.143834,9.141488,0
335.000000,9.124739,,9.144080,9.142059,0
340.000000,9.125095,,9.144317,9.142616,0
345.000000,9.125439,,9.144546,9.143158,0
350.000000,9.125772,,9.144767,9.143686,0
355.000000,9.126094,,9.144981,9.144200,0
360.000000,9.126406,,9.145188,9.144701,0
365.000000,9.126709,,9.145387,9.145190,0
370.000000,9.127001,,9.145580,9.145666,0
375.000000,9.127285,,9.145767,9.146131,0
380.000000,9.127560,,9.145948,9.146585,0
385.000000,9.127827,,9.146123,9.147028,0
390.000000,9.128085,,9.146292,9.147460,0
395.000000,9.128336,,9.146456,9.147883,0
400.000000,9.128579,,9.146614,9.148295,0
405.000000,9.128815,,9.146768,9.148699,0
410.000000,9.129044,,9.146917,9.149093,0
415.000000,9.129266,,9.147061,9.149478,0
420.000000,9.129482,,9.147201,9.149855,0
425.000000,9.129692,,9.147336,9.150224,0
430.000000,9.129895,,9.147468,9.150584,0
435.000000,9.130093,,9.147595,9.150937,0
440.000000,9.130285,,9.147718,9.151283,0
445.000000,9.130472,,9.147838,9.151621,0
450.000000,9.130653,,9.147954,9.151953,0
455.000000,9.130829,,9.148067,9.152277,0
460.000000,9.131001,,9.148176,9.152595,0
465.000000,9.131167,,9.148282,9.152907,0
470.000000,9.131329,,9.148385,9.153212,0
475.000000,9.131487,,9.148485,9.153512,0
480.000000,9.131640,,9.148582,9.153805,0
485.000000,9.131789,,9.148677,9.154093,0
490.000000,9.131934,,9.148768,9.154375,0
495.000000,9.132076,,9.148857,9.154652,0
500.000000,9.132213,,9.148943,9.154924,0
505.000000,9.132347,,9.149027,9.155191,0
510.000000,9.132477,,9.149109,9.155453,0
515.000000,9.132604,,9.149188,9.155710,0
520.000000,9.132727,,9.149265,9.155962,0
525.000000,9.132847,,9.149340,9.156210,0
530.000000,9.132964,,9.149412,9.156454,0
535.000000,9.133078,,9.149483,9.156693,0
540.000000,9.133189,,9.149551,9.156928,0
545.000000,9.133297,,9.149618,9.157159,0
550.000000,9.133402,,9.149683,9.157385,0
555.000000,9.133505,,9.149746,9.157608,0
560.000000,9.133605,,9.149807,9.157828,0
565.000000,9.133702,,9.149867,9.158043,0
570.000000,9.133797,,9.149925,9.158255,0
575.000000,9.133890,,9.149982,9.158464,0
580.000000,9.133980,,9.150036,9.158669,0
585.000000,9.134068,,9.150090,9.158870,0
590.000000,9.134154,,9.150142,9.159069,0
595.000000,9.134237,,9.150192,9.159264,0
600.000000,9.134319,,9.150241,9.159456,0
605.000000,9.134398,,9.150289,9.159645,0
610.000000,9.134475,,9.150336,9.159831,0
615.000000,9.134551,,9.150381,9.160014,0
620.000000,9.134624,,9.150425,9.160195,0
625.000000,9.134696,,9.150468,9.160372,0
630.000000,9.134766,,9.150510,9.160547,0
635.000000,9.134835,,9.150550,9.160720,0
640.000000,9.134901,,9.150590,9.160889,0
645.000000,9.134966,,9.150629,9.161056,0
650.000000,9.135030,,9.150666,9.161221,0
655.000000,9.135092,,9.150702,9.161383,0
660.000000,9.135152,,9.150738,9.161543,0
665.000000,9.135211,,9.150773,9.161701,0
670.000000,9.135268,,9.150806,9.161856,0
675.000000,9.135325,,9.150839,9.162009,0
680.000000,9.135379,,9.150871,9.162160,0
685.000000,9.135433,,9.150902,9.162309,0
690.000000,9.135485,,9.150932,9.162456,0
695.000000,9.135536,,9.150962,9.162600,0
700.000000,9.135585,,9.150991,9.162743,0
705.000000,9.135634,,9.151019,9.162884,0
710.000000,9.135681,,9.151046,9.163022,0
715.000000,9.135727,,9.151072,9.163159,0
720.000000,9.135772,,9.151098,9.163294,0
725.000000,9.135816,,9.151123,9.163427,0
730.000000,9.135859,,9.151148,9.163559,0
735.000000,9.135901,,9.151172,9.163688,0
740.000000,9.135942,,9.151195,9.163816,0
745.000000,9.135982,,9.151218,9.163943,0
750.000000,9.136021,,9.151240,9.164067,0
755.000000,9.136060,,9.151261,9.164190,0
760.000000,9.136097,,9.151282,9.164312,0
765.000000,9.136133,,9.151303,9.164432,0
770.000000,9.136169,,9.151323,9.164550,0
775.000000,9.136203,,9.151342,9.164667,0
780.000000,9.136237,,9.151361,9.164782,0
785.000000,9.136270,,9.151379,9.164896,0
790.000000,9.136302,,9.151397,9.165009,0
795.000000,9.136334,,9.151415,9.165120,0
800.000000,9.136365,,9.151432,9.165230,0
805.000000,9.136395,,9.151449,9.165338,0
810.000000,9.136424,,9.151465,9.165445,0
815.000000,9.136453,,9.151481,9.165551,0
820.000000,9.136481,,9.151496,9.165656,0
825.000000,9.136508,,9.151511,9.165759,0
830.000000,9.136535,,9.151525,9.165861,0
835.000000,9.136561,,9.151540,9.165962,0
840.000000,9.136587,,9.151554,9.166062,0
845.000000,9.136612,,9.151567,9.166160,0
850.000000,9.136636,,9.151580,9.166257,0
855.000000,9.136660,,9.151593,9.166354,0
860.000000,9.136683,,9.151606,9.166449,0
865.000000,9.136706,,9.151618,9.166543,0
870.000000,9.136728,,9.151630,9.166636,0
875.000000,9.136750,,9.151641,9.166728,0
880.000000,9.136771,,9.151653,9.166819,0
885.000000,9.136792,,9.151664,9.166908,0
890.000000,9.136812,,9.151674,9.166997,0
895.000000,9.136832,,9.151685,9.167085,0
900.000000,9.136851,,9.151695,9.167172,0
905.000000,9.136870,,9.151705,9.167258,0
910.000000,9.136888,,9.151715,9.167343,0
915.000000,9.136906,,9.151724,9.167427,0
920.000000,9.136924,,9.151733,9.167510,0
925.000000,9.136941,,9.151742,9.167592,0
