time_s,pH_ground_truth,pH_prefix,pH_ml_forecast,pH_fit_forecast,is_prefix
0.000000,6.897852,6.890610,6.897852,6.897852,1
5.000000,7.874629,7.880988,7.484025,7.874252,1
10.000000,8.129334,8.126145,7.750366,8.129219,1
15.000000,8.266671,8.276638,7.905308,8.266790,1
20.000000,8.357879,8.339824,8.011628,8.358208,1
25.000000,8.424771,8.424507,8.091314,8.425293,1
30.000000,8.476806,8.497661,8.154352,8.477506,1
35.000000,8.518901,,8.206072,8.519770,0
40.000000,8.553926,,8.249635,8.554953,0
45.000000,8.583688,,8.287063,8.584867,0
50.000000,8.609400,,8.319722,8.610723,0
55.000000,8.631909,,8.348579,8.633371,0
60.000000,8.651829,,8.374339,8.653424,0
65.000000,8.669620,,8.397532,8.671344,0
70.000000,8.685631,,8.418569,8.687480,0
75.000000,8.700138,,8.437768,8.702107,0
80.000000,8.713357,,8.455388,8.715443,0
85.000000,8.725465,,8.471635,8.727664,0
90.000000,8.736604,,8.486680,8.738914,0
95.000000,8.746892,,8.500666,8.749310,0
100.000000,8.756430,,8.513710,8.758953,0
105.000000,8.765300,,8.525915,8.767926,0
110.000000,8.773574,,8.537364,8.776299,0
115.000000,8.781311,,8.548133,8.784135,0
120.000000,8.788565,,8.558285,8.791485,0
125.000000,8.795381,,8.567877,8.798395,0
130.000000,8.801798,,8.576956,8.804905,0
135.000000,8.807852,,8.585566,8.811049,0
140.000000,8.813573,,8.593744,8.816859,0
145.000000,8.818988,,8.601526,8.822361,0
150.000000,8.824122,,8.608940,8.827581,0
155.000000,8.828996,,8.616013,8.832539,0
160.000000,8.833630,,8.622771,8.837255,0
165.000000,8.838041,,8.629234,8.841747,0
170.000000,8.842244,,8.635423,8.846030,0
175.000000,8.846254,,8.641355,8.850119,0
180.000000,8.850083,,8.647047,8.854026,0
185.000000,8.853744,,8.652514,8.857764,0
190.000000,8.857248,,8.657769,8.861342,0
195.000000,8.860603,,8.662825,8.864771,0
200.000000,8.863819,,8.667694,8.868061,0
205.000000,8.866905,,8.672385,8.871218,0
210.000000,8.869867,,8.676909,8.874251,0
215.000000,8.872712,,8.681274,8.877167,0
220.000000,8.875448,,8.685490,8.879972,0
225.000000,8.878081,,8.689563,8.882673,0
230.000000,8.880614,,8.693501,8.885274,0
235.000000,8.883055,,8.697311,8.887781,0
240.000000,8.885407,,8.700998,8.890199,0
245.000000,8.887675,,8.704570,8.892532,0
250.000000,8.889864,,8.708030,8.894784,0
255.000000,8.891977,,8.711384,8.896960,0
260.000000,8.894017,,8.714637,8.899063,0
265.000000,8.895988,,8.717794,8.901096,0
270.000000,8.897894,,8.720859,8.903063,0
275.000000,8.899737,,8.723834,8.904966,0
280.000000,8.901520,,8.726726,8.906809,0
285.000000,8.903246,,8.729536,8.908593,0
290.000000,8.904917,,8.732268,8.910323,0
295.000000,8.906535,,8.734925,8.911999,0
300.000000,8.908103,,8.737511,8.913624,0
305.000000,8.909623,,8.740027,8.915200,0
310.000000,8.911097,,8.742477,8.916730,0
315.000000,8.912527,,8.744863,8.918215,0
320.000000,8.913914,,8.747188,8.919656,0
325.000000,8.915260,,8.749453,8.921056,0
330.000000,8.916567,,8.751662,8.922416,0
335.000000,8.917836,,8.753815,8.923738,0
340.000000,8.919068,,8.755915,8.925023,0
345.000000,8.920266,,8.757964,8.926272,0
350.000000,8.921430,,8.759963,8.927487,0
355.000000,8.922561,,8.761915,8.928669,0
360.000000,8.923661,,8.763820,8.929820,0
365.000000,8.924731,,8.765681,8.930939,0
370.000000,8.925771,,8.767498,8.932029,0
375.000000,8.926784,,8.769273,8.933090,0
380.000000,8.927769,,8.771008,8.934123,0
385.000000,8.928728,,8.772704,8.935130,0
390.000000,8.929662,,8.774362,8.936111,0
395.000000,8.930571,,8.775983,8.937067,0
400.000000,8.931457,,8.777568,8.937999,0
405.000000,8.932320,,8.779118,8.938907,0
410.000000,8.933160,,8.780635,8.939793,0
415.000000,8.933979,,8.782119,8.940657,0
420.000000,8.934777,,8.783572,8.941500,0
425.000000,8.935556,,8.784993,8.942322,0
430.000000,8.936314,,8.786385,8.943124,0
435.000000,8.937054,,8.787748,8.943907,0
440.000000,8.937775,,8.789083,8.944671,0
445.000000,8.938479,,8.790390,8.945417,0
450.000000,8.939165,,8.791671,8.946145,0
455.000000,8.939835,,8.792925,8.946857,0
460.000000,8.940489,,8.794155,8.947551,0
465.000000,8.941126,,8.795359,8.948230,0
470.000000,8.941749,,8.796540,8.948892,0
475.000000,8.942357,,8.797698,8.949540,0
480.000000,8.942950,,8.798832,8.950173,0
