time_s,pH_ground_truth,pH_prefix,pH_ml_forecast,pH_fit_forecast,is_prefix
0.000000,6.989512,6.994840,6.989512,6.989512,1
5.000000,8.403749,8.408299,8.402431,8.402147,1
10.000000,8.601061,8.580616,8.597499,8.598680,1
15.000000,8.702233,8.705907,8.696855,8.699198,1
20.000000,8.767384,8.770864,8.760443,8.763773,1
25.000000,8.814088,8.817502,8.805761,8.809960,1
30.000000,8.849759,8.828768,8.840181,8.845161,1
35.000000,8.878177,,8.867456,8.873146,0
40.000000,8.901509,,8.889733,8.896078,0
45.000000,8.921107,,8.908351,8.915302,0
50.000000,8.937861,,8.924190,8.931707,0
55.000000,8.952391,,8.937861,8.945909,0
60.000000,8.965142,,8.949801,8.958350,0
65.000000,8.976441,,8.960333,8.969356,0
70.000000,8.986538,,8.969703,8.979176,0
75.000000,8.995626,,8.978099,8.988000,0
80.000000,9.003858,,8.985671,8.995980,0
85.000000,9.011356,,8.992537,9.003238,0
90.000000,9.018220,,8.998795,9.009871,0
95.000000,9.024529,,9.004524,9.015961,0
100.000000,9.030353,,9.009789,9.021573,0
105.000000,9.035747,,9.014646,9.026764,0
110.000000,9.040760,,9.019140,9.031581,0
115.000000,9.045433,,9.023311,9.036065,0
120.000000,9.049800,,9.027193,9.040250,0
125.000000,9.053891,,9.030816,9.044166,0
130.000000,9.057734,,9.034203,9.047838,0
135.000000,9.061351,,9.037378,9.051290,0
140.000000,9.064761,,9.040360,9.054541,0
145.000000,9.067984,,9.043165,9.057609,0
150.000000,9.071034,,9.045808,9.060508,0
155.000000,9.073925,,9.048304,9.063254,0
160.000000,9.076670,,9.050664,9.065857,0
165.000000,9.079280,,9.052898,9.068329,0
170.000000,9.081766,,9.055015,9.070680,0
175.000000,9.084135,,9.057026,9.072918,0
180.000000,9.086397,,9.058937,9.075052,0
185.000000,9.088558,,9.060755,9.077088,0
190.000000,9.090626,,9.062486,9.079034,0
195.000000,9.092606,,9.064137,9.080895,0
200.000000,9.094504,,9.065713,9.082677,0
205.000000,9.096326,,9.067218,9.084384,0
210.000000,9.098075,,9.068657,9.086022,0
215.000000,9.099756,,9.070033,9.087595,0
220.000000,9.101374,,9.071352,9.089106,0
225.000000,9.102931,,9.072615,9.090558,0
230.000000,9.104432,,9.073827,9.091956,0
235.000000,9.105879,,9.074990,9.093302,0
240.000000,9.107275,,9.076107,9.094600,0
245.000000,9.108623,,9.077180,9.095851,0
250.000000,9.109925,,9.078212,9.097058,0
255.000000,9.111184,,9.079205,9.098223,0
260.000000,9.112402,,9.080160,9.099349,0
265.000000,9.113581,,9.081081,9.100437,0
270.000000,9.114722,,9.081967,9.101490,0
275.000000,9.115828,,9.082822,9.102509,0
280.000000,9.116900,,9.083647,9.103495,0
285.000000,9.117940,,9.084443,9.104450,0
290.000000,9.118950,,9.085211,9.105376,0
295.000000,9.119929,,9.085953,9.106274,0
300.000000,9.120881,,9.086670,9.107144,0
305.000000,9.121806,,9.087363,9.107989,0
310.000000,9.122705,,9.088033,9.108809,0
315.000000,9.123579,,9.088682,9.109606,0
320.000000,9.124430,,9.089309,9.110380,0
325.000000,9.125258,,9.089916,9.111132,0
330.000000,9.126064,,9.090504,9.111864,0
335.000000,9.126849,,9.091074,9.112576,0
340.000000,9.127614,,9.091625,9.113268,0
345.000000,9.128360,,9.092160,9.113942,0
350.000000,9.129087,,9.092679,9.114598,0
355.000000,9.129796,,9.093182,9.115237,0
360.000000,9.130488,,9.093669,9.115860,0
365.000000,9.131163,,9.094143,9.116467,0
370.000000,9.131822,,9.094602,9.117058,0
375.000000,9.132466,,9.095048,9.117635,0
380.000000,9.133095,,9.095481,9.118198,0
385.000000,9.133710,,9.095902,9.118747,0
390.000000,9.134310,,9.096310,9.119283,0
395.000000,9.134898,,9.096707,9.119806,0
400.000000,9.135472,,9.097093,9.120317,0
