time_s,pH_ground_truth,pH_prefix,pH_ml_forecast,pH_fit_forecast,is_prefix
0.000000,6.743185,6.760040,6.743185,6.743185,1
5.000000,8.159932,8.136607,8.080715,8.156405,1
10.000000,8.398408,8.394880,8.329072,8.396924,1
15.000000,8.521312,8.530515,8.457727,8.521394,1
20.000000,8.600964,8.609034,8.541399,8.602367,1
25.000000,8.658410,8.658147,8.601903,8.660974,1
30.000000,8.702532,8.744240,8.648473,8.706142,1
35.000000,8.737866,,8.685832,8.742434,0
40.000000,8.767018,,8.716702,8.772473,0
45.000000,8.791616,,8.742783,8.797898,0
50.000000,8.812736,,8.765202,8.819795,0
55.000000,8.831126,,8.784744,8.838919,0
60.000000,8.847325,,8.801973,8.855813,0
65.000000,8.861732,,8.817308,8.870881,0
70.000000,8.874650,,8.831070,8.884430,0
75.000000,8.886315,,8.843504,8.896699,0
80.000000,8.896913,,8.854809,8.907875,0
85.000000,8.906594,,8.865140,8.918112,0
90.000000,8.915479,,8.874628,8.927531,0
95.000000,8.923668,,8.883376,8.936236,0
100.000000,8.931245,,8.891474,8.944310,0
105.000000,8.938280,,8.898995,8.951825,0
110.000000,8.944832,,8.906002,8.958842,0
115.000000,8.950951,,8.912548,8.965412,0
120.000000,8.956681,,8.918679,8.971579,0
125.000000,8.962060,,8.924436,8.977382,0
130.000000,8.967121,,8.929852,8.982854,0
135.000000,8.971892,,8.934959,8.988025,0
140.000000,8.976398,,8.939784,8.992921,0
145.000000,8.980661,,8.944349,8.997563,0
150.000000,8.984702,,8.948675,9.001974,0
155.000000,8.988538,,8.952783,9.006170,0
160.000000,8.992184,,8.956687,9.010168,0
165.000000,8.995655,,8.960403,9.013983,0
170.000000,8.998963,,8.963946,9.017627,0
175.000000,9.002121,,8.967326,9.021112,0
180.000000,9.005137,,8.970555,9.024449,0
185.000000,9.008022,,8.973643,9.027648,0
190.000000,9.010785,,8.976599,9.030718,0
195.000000,9.013432,,8.979431,9.033666,0
200.000000,9.015972,,8.982148,9.036500,0
205.000000,9.018410,,8.984756,9.039228,0
210.000000,9.020753,,8.987261,9.041854,0
215.000000,9.023007,,8.989669,9.044385,0
220.000000,9.025175,,8.991987,9.046827,0
225.000000,9.027264,,8.994219,9.049184,0
230.000000,9.029278,,8.996369,9.051460,0
235.000000,9.031220,,8.998442,9.053661,0
240.000000,9.033094,,9.000442,9.055789,0
245.000000,9.034904,,9.002373,9.057848,0
250.000000,9.036653,,9.004238,9.059843,0
255.000000,9.038344,,9.006041,9.061775,0
260.000000,9.039980,,9.007784,9.063649,0
265.000000,9.041563,,9.009470,9.065466,0
270.000000,9.043096,,9.011102,9.067230,0
275.000000,9.044582,,9.012683,9.068942,0
280.000000,9.046022,,9.014214,9.070606,0
285.000000,9.047419,,9.015699,9.072222,0
290.000000,9.048774,,9.017138,9.073794,0
295.000000,9.050089,,9.018535,9.075324,0
300.000000,9.051366,,9.019890,9.076812,0
305.000000,9.052607,,9.021206,9.078260,0
310.000000,9.053813,,9.022484,9.079671,0
315.000000,9.054985,,9.023726,9.081046,0
320.000000,9.056126,,9.024933,9.082385,0
325.000000,9.057235,,9.026107,9.083692,0
330.000000,9.058314,,9.027248,9.084966,0
335.000000,9.059365,,9.028358,9.086209,0
340.000000,9.060389,,9.029439,9.087422,0
345.000000,9.061386,,9.030491,9.088607,0
350.000000,9.062358,,9.031515,9.089763,0
