time_s,pH_ground_truth,pH_prefix,pH_ml_forecast,pH_fit_forecast,is_prefix
0.000000,7.242290,7.255025,7.242290,7.242290,1
5.000000,8.117402,8.117252,7.937957,8.114989,1
10.000000,8.335239,8.335586,8.159063,8.333767,1
15.000000,8.454869,8.431969,8.285409,8.454255,1
20.000000,8.534850,8.536137,8.371576,8.535001,1
25.000000,8.593713,8.592489,8.435796,8.594557,1
30.000000,8.639607,8.644624,8.486319,8.641088,1
35.000000,8.676804,,8.527546,8.678875,0
40.000000,8.707803,,8.562090,8.710427,0
45.000000,8.734187,,8.591620,8.737331,0
50.000000,8.757017,,8.617265,8.760653,0
55.000000,8.777035,,8.639822,8.781140,0
60.000000,8.794781,,8.659871,8.799332,0
65.000000,8.810657,,8.677849,8.815634,0
70.000000,8.824971,,8.694091,8.830358,0
75.000000,8.837964,,8.708859,8.843744,0
80.000000,8.849826,,8.722363,8.855985,0
85.000000,8.860712,,8.734773,8.867236,0
90.000000,8.870748,,8.746227,8.877625,0
95.000000,8.880038,,8.756839,8.887255,0
100.000000,8.888667,,8.766708,8.896216,0
105.000000,8.896711,,8.775913,8.904580,0
110.000000,8.904231,,8.784524,8.912410,0
115.000000,8.911280,,8.792602,8.919762,0
120.000000,8.917905,,8.800196,8.926680,0
125.000000,8.924145,,8.807352,8.933205,0
130.000000,8.930035,,8.814109,8.939374,0
135.000000,8.935606,,8.820501,8.945215,0
140.000000,8.940884,,8.826558,8.950758,0
145.000000,8.945894,,8.832308,8.956026,0
150.000000,8.950656,,8.837774,8.961040,0
155.000000,8.955191,,8.842978,8.965820,0
160.000000,8.959513,,8.847939,8.970384,0
165.000000,8.963640,,8.852674,8.974745,0
170.000000,8.967584,,8.857198,8.978920,0
175.000000,8.971359,,8.861527,8.982919,0
180.000000,8.974974,,8.865672,8.986755,0
185.000000,8.978442,,8.869646,8.990439,0
190.000000,8.981770,,8.873459,8.993979,0
195.000000,8.984969,,8.877121,8.997385,0
200.000000,8.988044,,8.880641,9.000664,0
205.000000,8.991005,,8.884027,9.003824,0
210.000000,8.993856,,8.887287,9.006872,0
215.000000,8.996605,,8.890428,9.009813,0
220.000000,8.999258,,8.893455,9.012655,0
225.000000,9.001818,,8.896377,9.015401,0
230.000000,9.004292,,8.899196,9.018057,0
235.000000,9.006684,,8.901920,9.020628,0
240.000000,9.008997,,8.904553,9.023118,0
245.000000,9.011236,,8.907099,9.025530,0
250.000000,9.013405,,8.909562,9.027869,0
255.000000,9.015506,,8.911947,9.030138,0
260.000000,9.017543,,8.914257,9.032341,0
265.000000,9.019520,,8.916496,9.034480,0
270.000000,9.021438,,8.918666,9.036558,0
275.000000,9.023300,,8.920770,9.038578,0
280.000000,9.025109,,8.922813,9.040542,0
285.000000,9.026867,,8.924795,9.042453,0
290.000000,9.028576,,8.926721,9.044314,0
295.000000,9.030239,,8.928591,9.046125,0
300.000000,9.031857,,8.930409,9.047890,0
305.000000,9.033432,,8.932176,9.049609,0
310.000000,9.034966,,8.933895,9.051285,0
315.000000,9.036460,,8.935567,9.052920,0
320.000000,9.037916,,8.937194,9.054515,0
325.000000,9.039335,,8.938779,9.056072,0
330.000000,9.040720,,8.940321,9.057591,0
335.000000,9.042070,,8.941824,9.059075,0
340.000000,9.043388,,8.943288,9.060524,0
345.000000,9.044674,,8.944716,9.061941,0
350.000000,9.045930,,8.946107,9.063325,0
355.000000,9.047157,,8.947464,9.064679,0
360.000000,9.048355,,8.948787,9.066003,0
365.000000,9.049526,,8.950078,9.067298,0
370.000000,9.050671,,8.951339,9.068565,0
375.000000,9.051790,,8.952569,9.069805,0
380.000000,9.052885,,8.953770,9.071020,0
385.000000,9.053956,,8.954942,9.072209,0
390.000000,9.055004,,8.956088,9.073374,0
395.000000,9.056030,,8.957207,9.074515,0
400.000000,9.057034,,8.958301,9.075633,0
405.000000,9.058017,,8.959370,9.076730,0
410.000000,9.058980,,8.960415,9.077804,0
415.000000,9.059923,,8.961437,9.078858,0
420.000000,9.060847,,8.962436,9.079892,0
425.000000,9.061753,,8.963413,9.080906,0
430.000000,9.062641,,8.964370,9.081901,0
435.000000,9.063511,,8.965305,9.082878,0
440.000000,9.064364,,8.966221,9.083836,0
445.000000,9.065202,,8.967117,9.084778,0
450.000000,9.066023,,8.967994,9.085702,0
455.000000,9.066828,,8.968853,9.086609,0
460.000000,9.067619,,8.969695,9.087501,0
465.000000,9.068395,,8.970518,9.088377,0
470.000000,9.069157,,8.971325,9.089238,0
475.000000,9.069904,,8.972116,9.090084,0
480.000000,9.070639,,8.972891,9.090916,0
485.000000,9.071360,,8.973650,9.091733,0
490.000000,9.072068,,8.974394,9.092537,0
495.000000,9.072764,,8.975123,9.093328,0
